COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;QUERY;NOTE
MOS2;"Immobili privati in classe di prioritÃÂ  ""A""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOS3;"Immobili privati in classe di prioritÃÂ  ""A"" 1ÃÂ° Atto integrativo";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOS4;Edilizia scolastica;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOS5;Opere pubbliche;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOS6;INTERVENTI DI RIPARAZIONE FUNZIONALE;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOS7;Anticipazione al Comune di S.Giuliano di Puglia per risarcimento danni,patrimoniali e non, riconosciuti alle parti civili a seguito del crollo della Scuola Jovine. Sent. 173/2010 SCC IV Sez. penale;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOS8;Interventi di riparazione funzionale - I^ Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOS9;"Immbobili privati in classe di priorita ""A"" - II^ Atto Integrativo";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOSZ;Azioni di sistema;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
OS02;Delibera CIPE n.79/2012 - Servizio idrico integrato;STRUMENTI DI ATTUAZIONE DIRETTA;0;
OS04;Delibera CIPE n.79/2012 - Servizi di cura per l'infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
OS01;Delibera CIPE n.79/2012 - Istruzione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
OSB1;Obiettivo di servizio I - Istruzione - interventi infrastrutturali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
OSB4;Obiettivo di servizio II - Servizi di cura per gli anziani non autosufficienti;STRUMENTI DI ATTUAZIONE DIRETTA;0;
OSB5;Obiettivo di servizio III - Gestione dei rifiuti urbani;STRUMENTI DI ATTUAZIONE DIRETTA;0;
OSB6;Obiettivo di servizio IV - Servizio idrico integrato;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAOM;"APQ ""Completamento e forniture Nuovo Ospedale della zona orientale di Napoli""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PA01;Stumento Attuativo PA FSC Comune di Palermo;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VAAC;PAC MIBACT-Valorizzazione aree di attrazione culturale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
POST;Potenziamento Strutturale - DD254;STRUMENTI DI ATTUAZIONE DIRETTA;0;
STUP;Start-up innovative con D.D. 436 del 13 marzo 2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PSGC;Programma Straordinario per la Giustizia in Calabria;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PON2;Distretti ad Alta Tecnologia e Laboratori Pubblico-Privati;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PAMOAT.BA;Bonifica Ambientale;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOAT.IF;Sistema Idrico Fognario;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOAT.QA;QualitÃ  dell'Aria;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOAT.ST;Ripristino Sicurezza del Territorio;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOIN.AT;Assistenza Tecnica alle AttiviitÃ ;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOIN.CC;Completamento progetti FESR 2007/13  non conclusi;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOIN.FP;Fondo di progettazione per interventi infrastrutturali;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOIN.SF;Sistema Ferroviario;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOIN.VI;ViabilitÃ ;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOTC.IS;Impiantistica sportiva con poli integrati con offerta scolastica, turistica e qualitÃ  della vita;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOTC.MA;Molise archeologico - rete di scavi diffusi e coordinati con borghi e contesti attrezzati per accoglienza;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOTC.MI;Molise che Incanta - Azioni di promozione, marketing, auto narrazione e comunicazione del sistema della cultura e del turismo molisani;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOTC.MT;Valorizzazione sistema diffuso del mare attraverso mobilitÃ  turistica sostenibile;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOTC.PR;Valorizzazione del patrimonio edilizio religioso di pregio;STRUMENTI ATTUAZIONE DIRETTA;0;
1MUR;MIUR - Asse 1;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PIES;Accordo di Programma Quadro per l'attuazione del Piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AFV1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Friuli Venezia Giulia;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
POC1;Asse I POC Cultura;STRUMENTI ATTUAZIONE DIRETTA;0;
OT_6;Rafforzamento delle dotazioni culturali;STRUMENTI ATTUAZIONE DIRETTA;0;
RIND;Bando Ricerca Industriale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SMAC;Bando Smart Cities and Communities and Social Innovation;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PTIR;Infrastrutture di ricerca POC;STRUMENTI ATTUAZIONE DIRETTA;0;
SOS4;Obiettivo di Servizio n. 4 - Servizio Idrico Integrato (Delibere CIPE n. 82 del 3.8.2007 e n. 79 dell'11.7.2012);STRUMENTI DI ATTUAZIONE DIRETTA;0;
SABC;"Fondo di sviluppo e coesione 2007-2013 Accordo di programma quadro rafforzato ""in materia di beni e attivita culturali"" Delibera CIPE 93/2012";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
APOC;Assistenza Tecnica al POC;STRUMENTI ATTUAZIONE DIRETTA;0;
SARC;Completamento Autostrada Salerno-Reggio Calabria (FSC 2007 - 2013);STRUMENTI DI ATTUAZIONE DIRETTA;0;
SATA;Azioni di assistenza tecnica, sviluppo capacitÃÂ  e competenze, informazione, divulgazione.;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SAVQ;"I Atto integrativo all'Accordo di programma quadro ""Infrastrutture strategiche regionali nel settore della viabilita""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SAVR;"Fondo di sviluppo e coesione 2007-2013 Accordo di programma quadro ""Interventi di rilevanza strategica regionale nel settore della viabilita""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SMAR;"Smart Cities, Communities and Social Innovation; soluzioni innovative per una cittÃÂ  diffusa ecosostenibile";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SOS3;Obiettivo di Servizio n. 3 - Gestione dei rifiuti urbani (Delibere CIPE n. 82 del 3.8.2007 e n. 79 dell'11.7.2012);STRUMENTI DI ATTUAZIONE DIRETTA;0;
SASP;Delibera CIPE 93/2012 Impianti sportivi e  per i giovani;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SSOT;S. S. Sassari - Olbia;CONTRATTO ISTITUZIONALE DI SVILUPPO;0;
A31:::A31;Assistenza Tecnica:::Assistenza Tecnica;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;0;
TGRI;Accordo di programma quadro per l'attuazione del piano straordinario di tutela e gestione della risorsa idrica,finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
TNPM;"Accordo di programma quadro ""Progetto Manifattura"" - Trento";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
DPRU;Accordo di programma quadro per l'attuazione del piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CMTL;Disposizioni urgenti per la continuitÃÂ  dei servizi di trasporto;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CMTF;"Accordo di Programma Quadro ""Terra dei Fuochi""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CM19;"APQ ""Summer Universiade Napoli 2019""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CFAT;BCollegamento ferroviario funzionale Aosta-Torino;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
VE11;Atmosfera ed energia da fonte rinnovabile - Riduzione consumi energetici e efficientamento degli edifici pubblici;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE12;Atmosfera ed energia da fonte rinnovabile - MobilitÃÂ  collettiva e propulsione ecocompatibile;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE20;APQ Difesa del suolo e della costa;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
VE2A;APQ in materia di difesa del suolo e della costa 2007-2013 - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
VE31;APQ Beni culturali - FSC 2007-2013;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
VE32;Beni Culturali e Naturali ÃÂ¿ Valorizzazione e tutela del patrimonio naturale e della rete ecologica regionale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE3A;APQ Beni Culturali - FSC 2007-2013 - I Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
VE41;APQ MobilitÃÂ  sostenibile ÃÂ¿ Sistema Ferroviario Metropolitano Regionale;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
VE42;MobilitÃÂ  sostenibile - Impianti a fune;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE43;MobilitÃÂ  sostenibile - Altri sistemi di trasporto collettivo a basso impatto ambientale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE44;MobilitÃÂ  sostenibile - Piste ciclabili;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE52;Sviluppo locale - Progetti integrati di area o di distretto turistici culturali sostenibili;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE53;Sviluppo locale -  Riqualificazione dei centri urbani e della loro capacitÃÂ  di servizio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE61;Realizzazione AttivitÃÂ  Assistenza Tecnica;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VE62;Realizzazione AttivitÃÂ  Assistenza Tecnica - Valutazione, studi e ricerche;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VEBO;Attuazione del piano straordinario di bonifica delle discariche abusive individuate dalle competenti autorita statali in relazione alla procedura di infrazione comunitaria n.2003/2007;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
VEPI;Accordo di Programma Quadro per l'attuazione di un Piano Straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
ZFUC;Zone Franche Urbane della Regione Campania;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ZFUS;Zone Franche Urbane della Regione Sicilia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ZFUB;Zone Franche Urbane della Regione Calabria;STRUMENTI DI ATTUAZIONE DIRETTA;0;
:::1;:::PROGRAMMA OPERATIVO;:::STRUMENTI DI ATTUAZIONE DIRETTA;0;
CPRI;"""Ricerca""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPEU;"""Ricerca ed Edilizia Universitaria""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PUG1;Stumento Attuativo PRA FAS Puglia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CPIS;Settore Istruzione - Intervento Recupero e riqualificazione del patrimonio infrastrutturale degli istituti scolastici pugliesi;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CP14;"""Reti Idriche""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CP13;"""Depurazione delle acque""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPDS;"""Difesa del Suolo""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPAM;"""Ambiente""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPLP;"""Lavori Pubblici""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPMT;Attuazione Delibera CIPE 87/2012 - manutenzione straordinaria del territorio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CPBS;"""Benessere e Salute""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPBC;"""Beni ed Attivita Culturali""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPTR;"""Trasporti""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPSL;"""Sviluppo Locale""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CPAU;"""Settore Aree Urbane - Citta""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
:::SIUN;:::12 - Sistema Universitario Sicilia;:::ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SIF1;Interventi per la prevenzione e repressione degli incendi boschivi e di vegetazione anche attraverso la sorveglianza e la videosorveglianza;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SIPE;11 - Polo di eccellenza Calabria/Sicilia;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
:::SIPE;:::11 - Polo di eccellenza Calabria/Sicilia;:::ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SIDI;Delibera CIPE 8/2012 Dissesto Idrogeologico;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
:::SIDI;:::Delibera CIPE 8/2012 Dissesto Idrogeologico;:::ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SICA;Interventi sulla sicurezza delle autostrade gestite dal Consorzio Autostrade Siciliane;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SITF;Trasporto Ferroviario;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PS01;PATTO PER LA SICILIA;STRUMENTI ATTUAZIONE DIRETTA;0;
SIUN;12 - Sistema Universitario Sicilia;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SIF2;Rinaturalizzazione del territorio, tutela della diversita biologica e valorizzazione della dimensione sociale, turistica e culturale delle foreste;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SIBE;Progr. d'interventi finalizzato alle bonifiche ambientali connesse allo smaltimento dell'amianto e dell'eternit derivanti dalla dismissione dei baraccamenti costruiti nei Comuni della Valle del Belice;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CS04;Sistema universitario Sicilia;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
9999;PROGRAMMA OPERATIVO 2000/2006;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SI06;Delibera CIPE 60 2012 - Depurazione delle acque reflue;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
VA12;Studio di fattibilitÃÂ  per l'adeguamento e il miglioramento del sistema di trasporto ferroviario Aosta/PrÃÂ©-Saint-Didier;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VA01;InfomobilitÃÂ  nel Nord-Ovest;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VA02;Servizi di trasmissione a banda larga per l'assistenza socio-sanitaria - Telemedicina;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VA03;Realizzazione del Polo universitario di Aosta;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VA04;Valorizzazione del Parco nazionale del Gran Paradiso - Giroparchi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VA13;Valorizzazione del Parco naturale del Mont Avic - Giroparchi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
VA11;Assistenza tecnica;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PATTO-CT;PATTO PER LA CITTAÂ¿ DI CATANIA;STRUMENTI ATTUAZIONE DIRETTA;0;
METROGE_16;STRUMENTO ATTUATIVO DELLA CITTA' METROPOLITANA DI GENOVA;STRUMENTI ATTUAZIONE DIRETTA;0;
UNIGE_16;PATTO PER LA CITTA' DI GENOVA;STRUMENTI ATTUAZIONE DIRETTA;0;
PATVEN2017;PATTO PER LO SVILUPPO DELLA CITTA' DI VENEZIA Â¿ Interventi per lo sviluppo economico, la coesione sociale e territoriale della CittÃ  di Venezia;STRUMENTI ATTUAZIONE DIRETTA;0;
PATTO_2016;PATTO PER LA CITTA' DI GENOVA;STRUMENTI ATTUAZIONE DIRETTA;0;
ABAG;Agricoltura;STRUMENTI ATTUAZIONE DIRETTA;0;
ABBC;Recupero Beni culturali, storici e ambientali;STRUMENTI ATTUAZIONE DIRETTA;0;
ABBS;Bonifica siti degradati;STRUMENTI ATTUAZIONE DIRETTA;0;
ABBT;Adeguamento e potenziamento aree turistiche;STRUMENTI ATTUAZIONE DIRETTA;0;
ABCI;Ciclo Idrico integrato;STRUMENTI ATTUAZIONE DIRETTA;0;
ABCM;Chiese e Musei;STRUMENTI ATTUAZIONE DIRETTA;0;
ABCV;Collegamenti Viari;STRUMENTI ATTUAZIONE DIRETTA;0;
ABEC;Beni ed edifici comunali;STRUMENTI ATTUAZIONE DIRETTA;0;
ABFF;Collegamenti ferroviari e filoviari;STRUMENTI ATTUAZIONE DIRETTA;0;
ABIF;Impiantistica a fune;STRUMENTI ATTUAZIONE DIRETTA;0;
ABII;Infrastrutture immobiliari strategiche;STRUMENTI ATTUAZIONE DIRETTA;0;
ABIN;Infrastrutture nodali e logistica;STRUMENTI ATTUAZIONE DIRETTA;0;
ABMC;MobilitÃ  ciclo pedonale;STRUMENTI ATTUAZIONE DIRETTA;0;
ABMM;MobilitÃ  multimodale;STRUMENTI ATTUAZIONE DIRETTA;0;
ABOP;Sicurezza Opere Pubbliche;STRUMENTI ATTUAZIONE DIRETTA;0;
ABPC;Eventi calamitosi e protezione civile;STRUMENTI ATTUAZIONE DIRETTA;0;
ABPR;Prevenzione e gestione rischi ambientali;STRUMENTI ATTUAZIONE DIRETTA;0;
ABRA;Ricerca applicata;STRUMENTI ATTUAZIONE DIRETTA;0;
ABRI;Mitigazione rischio idrogeologico;STRUMENTI ATTUAZIONE DIRETTA;0;
ABSI;Reti, schemi irrigui e bacini di accumulo;STRUMENTI ATTUAZIONE DIRETTA;0;
ABSS;Recupero Strutture pregio Storico e architettonico;STRUMENTI ATTUAZIONE DIRETTA;0;
CMB;PATTO PER LO SVILUPPO DELLA CITTA' METROPOLITANA DI BARI;STRUMENTI ATTUAZIONE DIRETTA;0;
SAAG;3.b.3.1 Interventi volti a rendere piÃ¹ efficiente l'uso dell'acqua nell'agricoltura;STRUMENTI ATTUAZIONE DIRETTA;0;
SAAS;5.2.1 Interventi di finanziamento per gli Ammortizzatori sociali;STRUMENTI ATTUAZIONE DIRETTA;0;
B031;PATTO BASILICATA - INTERVENTO STRATEGICO 3.1 - Infrastrutture viarie;STRUMENTI ATTUAZIONE DIRETTA;0;
B041;PATTO BASILICATA - INTERVENTO STRATEGICO 4.1 - Rete stradale Infraregionale e regionale - Provincia di Potenza;STRUMENTI ATTUAZIONE DIRETTA;0;
B042;PATTO BASILICATA - INTERVENTO STRATEGICO  4.2 Rete stradale Infraregionale e regionale - Provincia di Matera;STRUMENTI ATTUAZIONE DIRETTA;0;
B071;PATTO BASILICATA - INTERVENTO STRATEGICO  7 CICLOVIE;STRUMENTI ATTUAZIONE DIRETTA;0;
B084;PATTO BASILICATA - INTERVENTO STRATEGICO 8.4 AGENDA DIGITALE - Nuovo Data Center regionale;STRUMENTI ATTUAZIONE DIRETTA;0;
B085;INTERVENTO STRATEGICO 8.4 AGENDA DIGITALE - Nuovo Data Center regionale - Standardizzazione dei procedimenti amministrativi e dei servizi del sistema territoriale locale;STRUMENTI ATTUAZIONE DIRETTA;0;
B091;PATTO BASILICATA - INTERVENTO STRATEGICO 9.1 RIFIUTI;STRUMENTI ATTUAZIONE DIRETTA;0;
B102;PATTO BASILICATA - INTERVENTO STRATEGICO 10.2  RISORSE IDRICHE - Schemi idropotabili comunali;STRUMENTI ATTUAZIONE DIRETTA;0;
B103;PATTO BASILICATA - INTERVENTO STRATEGICO 10.3 RISORSE IDRICHE - Collettamento e depurazione;STRUMENTI ATTUAZIONE DIRETTA;0;
PATTOME16;PATTO PER LA CITTA DI MESSINA;STRUMENTI ATTUAZIONE DIRETTA;0;
B181;PATTO BASILICATA - INTERVENTO STRATEGICO 18.1 SUPPORTO ALLO SVILUPPO INDUSTRIALE;STRUMENTI ATTUAZIONE DIRETTA;0;
B191;PATTO BASILICATA - INTERVENTO STRATEGICO 19.1 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Programma di sostegno specifico per le imprese del settore turistico;STRUMENTI ATTUAZIONE DIRETTA;0;
B193;PATTO BASILICATA - INTERVENTO STRATEGICO 19.3 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Marketing territoriale ed internazionalizzazione;STRUMENTI ATTUAZIONE DIRETTA;0;
B195;PATTO BASILICATA - INTERVENTO STRATEGICO 19.3 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Marketing territoriale ed internazionalizzazione - Sistema produttivo;STRUMENTI ATTUAZIONE DIRETTA;0;
B196;PATTO BASILICATA - INTERVENTO STRATEGICO 19.3 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Marketing territoriale ed internazionalizzazione - Promozione Sistema produttivo;STRUMENTI ATTUAZIONE DIRETTA;0;
B201;PATTO BASILICATA - INTERVENTO STRATEGICO 20.1 ENERGIA - Efficienza energetica strutture ed infrastrutture pubbliche;STRUMENTI ATTUAZIONE DIRETTA;0;
B221;PATTO BASILICATA - INTERVENTO STRATEGICO 22.1 RECUPERO E VALORIZZAZIONE ATTRATTORI CULTURALI - Recupero e valorizzazione del patrimonio materiale ed immateriale;STRUMENTI ATTUAZIONE DIRETTA;0;
B222;PATTO BASILICATA - INTERVENTO STRATEGICO 22.2 RECUPERO E VALORIZZAZIONE ATTRATTORI CULTURALI - Interventi infrastrutturali;STRUMENTI ATTUAZIONE DIRETTA;0;
B223;PATTO BASILICATA - INTERVENTO STRATEGICO 22 RECUPERO E VALORIZZAZIONE ATTRATTORI CULTURALI - Azioni di valorizzazione e comunicazione connesse a Matera Basilicata 2019;STRUMENTI ATTUAZIONE DIRETTA;0;
B225;INTERVENTO STRATEGICO 22 Recupero e valorizzazione attrattori culturali - Potenziamento della promozione turistica della Basilicata mediante l'organizzazione di grandi eventi sul territorio regionale;STRUMENTI ATTUAZIONE DIRETTA;0;
B231;PATTO BASILICATA - INTERVENTO STRATEGICO 23_1 PROGRAMMA MATERA 2019;STRUMENTI ATTUAZIONE DIRETTA;0;
B232;INTERVENTO STRATEGICO 23_1 Programma Matera 2019 - AttivitÃ  connesse al programma Matera 2019 DGR 1393/2017;STRUMENTI ATTUAZIONE DIRETTA;0;
B241;PATTO BASILICATA - INTERVENTO STRATEGICO 24.1 PROGRAMMA MATERA 2019 - Interventi di potenziamento degli attrattori turistici;STRUMENTI ATTUAZIONE DIRETTA;0;
B242;PATTO BASILICATA - INTERVENTO STRATEGICO 24.2 PROGRAMMA MATERA 2019 - Matera valorizzazione asse Via Ridola/ Piazza del Sedile;STRUMENTI ATTUAZIONE DIRETTA;0;
B261;PATTO BASILICATA - INTERVENTO STRATEGICO 26.1 POLITICHE SOCIALI E WELFARE - Valorizzazione terzo settore;STRUMENTI ATTUAZIONE DIRETTA;0;
B263;PATTO BASILICATA - INTERVENTO STRATEGICO 26.3 POLITICHE SOCIALI E WELFARE - Progetto speciale integrazione migranti;STRUMENTI ATTUAZIONE DIRETTA;0;
B271;PATTO BASILICATA - INTERVENTO STRATEGICO 27.1 PROGETTAZIONE;ACCORDO DI PROGRAMMA QUADRO;0;
SABN;2.3.1 Interventi di bonifica dei siti contaminati e di minimizzazione del rischio ambientale;STRUMENTI ATTUAZIONE DIRETTA;0;
SAES;1.6.2 Trasformazione del Sistema Energetico Sardo verso una configurazione integrata e intelligente (Sardinian Smart Energy System);STRUMENTI ATTUAZIONE DIRETTA;0;
SAFR;1.6.1 Interventi per la produzione di energia da fonti rinnovabili;STRUMENTI ATTUAZIONE DIRETTA;0;
SA01;COMPLETAMENTO CITTADELLA GIUDIZIARIA DI SALERNO;STRUMENTI ATTUAZIONE DIRETTA;0;
SAIM;2.2.1 Interventi su infrastrutture idriche multisettoriali;STRUMENTI ATTUAZIONE DIRETTA;0;
SAIS;1.10.4  Impiantistica sportiva;STRUMENTI ATTUAZIONE DIRETTA;0;
SALA;1.10.2 Riqualificazione e ammodernamento edilizia scolastica;STRUMENTI ATTUAZIONE DIRETTA;0;
SAME;1.2.2 Integrazione della mobilitÃ  elettrica con le Smart City;STRUMENTI ATTUAZIONE DIRETTA;0;
SAMS;1.2.1 Interventi per il rafforzamento del sistema metropolitano in termini di mobilitÃ  sostenibile;STRUMENTI ATTUAZIONE DIRETTA;0;
NAPOLI2016;Patto per la cittÃ  di Napoli sottoscritto il 26 ottobre 2016 tra il Presidente del Consiglio dei Ministri e il Sindaco Metropolitano.;STRUMENTI ATTUAZIONE DIRETTA;0;
PAMOTC.IP;Valorizzazione e tutela di itinerari e percorsi ad alto valore naturalistico e paesaggistico a fini turistici, della mobilitÃ  sostenibile alternativa;STRUMENTI ATTUAZIONE DIRETTA;0;
PAPA;PATTO PER LO SVILUPPO DELLA CITTA' DI PALERMO;STRUMENTI ATTUAZIONE DIRETTA;0;
SAPA;6.1.1 Azioni di rafforzamento della P.A. attraverso azioni di assistenza tecnica, sviluppo capacitÃ  e competenze, informazione, divulgazione;STRUMENTI ATTUAZIONE DIRETTA;0;
SAPO;4.1.1 Interventi di completamento/riqualificazione/ampliamento/efficientamento porti principali della Sardegna;STRUMENTI ATTUAZIONE DIRETTA;0;
SAPT;4.1.2 - 4.2.1 - 4.3.1 Interventi di sviluppo locale per la promozione del territorio Â¿ Programmazione territoriale;STRUMENTI ATTUAZIONE DIRETTA;0;
SARC;3.a.1.1 Interventi di sostegno alla Ricerca;STRUMENTI ATTUAZIONE DIRETTA;0;
SARF;1.1.4 Interventi strategici per il completamento e miglioramento della rete ferroviaria della Sardegna;STRUMENTI ATTUAZIONE DIRETTA;0;
SARI;2.5.1 Interventi strutturali di mitigazione del rischio idrogeologico;STRUMENTI ATTUAZIONE DIRETTA;0;
SASS;1.10.1 Potenziamento, ammodernamento tecnologico e razionalizzazione della rete infrastrutturale e dell'offerta di servizi sanitari;STRUMENTI ATTUAZIONE DIRETTA;0;
SASU;1.10.3 Interventi per il potenziamento delle strutture residenziali per studenti universitari;STRUMENTI ATTUAZIONE DIRETTA;0;
SATR;2.1.1 Interventi sul sistema di trattamento rifiuti;STRUMENTI ATTUAZIONE DIRETTA;0;
SAVL;1.1.2 Miglioramento rete e servizi di mobilitÃ  stradale;STRUMENTI ATTUAZIONE DIRETTA;0;
SAVP;4.2.2 Valorizzazione del patrimonio archeologico;STRUMENTI ATTUAZIONE DIRETTA;0;
SAVS;1.1.1 Interventi strategici per il completamento e miglioramento della rete stradale della Sardegna;STRUMENTI ATTUAZIONE DIRETTA;0;
SAZU;2.6.1 Salvaguardia e valorizzazione delle zone umide;STRUMENTI ATTUAZIONE DIRETTA;0;
IOG_01;PON Iniziativa Occupazione Giovani;STRUMENTI ATTUAZIONE DIRETTA;0;
GP_BUL;Grande Progetto BUL - Delibera CIPE 65/2015;STRUMENTI ATTUAZIONE DIRETTA;0;
LIRI;"Ricerca e innovazione-""Distretto Ligure per le tecnologie marine della Spezia"" e ""Polo Universitario decentrato della Spezia""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
LG12;Convenzione per progetto riqualificazione energetica polo decentrato di Savona;STRUMENTI DI ATTUAZIONE DIRETTA;0;
