COD_PROGETTO_COMPLESSO;DESCRIZIONE_PROGETTO_COMPLESSO;COD_TIPO_COMPLESSITA;DESCR_TIPO_COMPLESSITA;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
PC01018ARGE17-254/5;Aggiornamento professionale - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00742ARIEFP1518/5;OPERATORE MECCANICO - SP - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01040ARSV17 - 254/4;MANAGEMENT SKILLS - Operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01039ARSV17 - 254/5;INNOVAZIONE SOCIALE E PROCESSI DI COMUNITÃ - Operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01008ARGE17-254/7;Aggiornamento professionale e linguistico - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01009ARGE17-254/8;Approccio strutturato dei mercati esteri - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01010ARGE17-254/9;Progetto uomo 2017 - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00671AG2015DIS/14;attivitÃ  per integrazione socio lavorativa;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01036ARSV17 - 254/6;LE NUOVE TENDENZE DELLA RISTORAZIONE E LA SODDISFAZIONE DEL CLIENTE - Operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01038ARSV17 - 254/2;IN. PRO. GE. INNOVARE PROGETTARE GESTIRE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01034ARSV17 - 254/1;WORK IN GREEN - CORSI DI INFORMAZIONE ED AGGIORNAMENTO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01003ARGE17-254/13;Core competence: sviluppo delle competenze distintive del personale Panathlon International - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01011ARGE17-254/14;SECH Up grade - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01012ARGE17-254/16;MIGLIORARE L'ACCOGLIENZA E QUALIFICARE IL TURISMO - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01037ARGE16-732/9;Oltre il muro. Un percorso per la cittadinanza attiva - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01013ARGE17-254/17;Sviluppo competenze linguistiche - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01014ARGE17-254/18;UPDATE - Aggiornare le competenze per la diversificazione dei servizi - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01020ARGE17-254/19;Innovare investendo sul capitale intellettuale e relazionale del management (Top e middle) - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00672AG2015DIS/15;Orientamento e professionali;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01006ARGE17-254/21;COMPETENCE DEVELOPMENT - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01007ARGE17-254/22;AGGIORNAMENTO LINGUISTICO E SVILUPPO COMPETENZE INFORMATICHE - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01021ARGE17-254/23;SVILUPPO AZIENDALE E CRESCITA DEL PERSONALE - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01023ARGE17-254/24;ACCRESCERE: VALORIZZARE LE COMPETENZE DEL PERSONALE - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01004ARGE17-254/27;IL FASCINO DELL'ESTETICA - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01005ARGE17-254/28;LA FORMAZIONE COME LEVA PER LO SVILUPPO PROFESSIONALE - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01024ARGE17-254/29;CONSAPEVOLEZZA DELL'EVOLUZIONE DEL CONTESTO PORTUALE E COMPETENZE NELLA FORMAZIONE AZIENDALE CULMV - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01030ARGE17-254/31;LA BOTTEGA NARRANTE: INNOVARE LE COMPETENZE DEGLI OPERATORI DEL COMMERCIO EQUO E SOLIDALE - VOUCHER - B3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01025ARSP17-254/1;l'operazione consiste in percorsi formativi rivolti al personale dell'azienda LSCT volti allo sviluppo di competenze informatiche e linguistiche e lo sviluppo di competenze tecniche per manutenzione di macchinari e attrezzature;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01026ARSP17-254/3;L'operazione Ãš costituita da 6 interventi di aggiornamento (max 40 ore) rivolti a dipendenti di cooperative sociali per potenziare le competenze fondamentali per lo svolgimento ottimale della propria mansione e un percorso di riqualifica ( 500 ore )per mediatori culturali.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00806ARIM15DGR869L1L2L3/1;Interventi formativi per inserimento lavorativo ed occupazione nel settore commercio/ristorazione;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00673AG2015DIS/16;Per lavorare insieme - Percorsi per l'integrazione e l'inserimento lavorativo in Val Bormida;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01028ARSP17-254/5;"L'operazione si incentra su un'operazione di rafforzamento delle capacitÃ  professionali di due imprese:una focalizzata sull'incremento delle competenze nel campo del controllo di gestione e di efficentamento organizzativo ; l'altra sul potenziamento delle abilitÃ  nell'utilizzo di un software gestionale in fase di implementazione.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01029AG17ATAPPRENDI/1;Conduzione e Assistenza Tecnica sistema informativo Apprendistato professionalizzante;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01031ARGE16-732/1;AG.I.RE AGENZIA PER L'INCLUSIONE E IL REINSERIMENTO - LINEA1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01042ARGE16-732/11;TAM TAM-TUTTI AL MUSEO - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01043ARGE16-732/12;SPORT ENJOY - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01044ARGE16-732/13;TERRA MADRE - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00674AG2015DIS/18;attivitÃ  professionalizzante individualizzata modulare;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01045ARGE16-732/14;INCLUSI 2.0 - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01047ARGE16-732/15;SMART VALLEY - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01048ARGE16-732/16;G.O.A.L. - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00675AG2015DIS/19;Training, Realization, Empowerment;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00743ARIEFP1518/6;OPERATORE DEL LEGNO/ OPERATORE AMMINISTRATIVO SEGRETARIALE - SP - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01083ARGE16-732/17;OLTRE MOBY DICK - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01046ARGE16-732/18;AGRITU - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00676AG2015DIS/20;percorsi integrati sperimentali;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01035ARGE17-254/26;CRES.CO: CRESCITA DELLE COMPETENZE - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00677AG2015DIS/21;Pro.Poli Professionalizzante Polisettoriale;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01049ARGE16-732/19;MUSICALMENTE ABILI - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00678AG2015DIS/22;attivitÃ  professionalizzante individualizzata modulare;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01050ARGE16-732/20;INCLUSPORT - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01055RLLM17DE48/1;Erogazione di servizi e misure di politica attiva del lavoro per il territorio regionale;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01209ARIEFP1821/1;OPERATORE EDILE/OPERATORE IMPIANTI TERMOIDRAULICI - SV LEV - IEFP TRIENNALE 2018-2021;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01210ARIEFP1821/2;OPERATORE ELETTRICO - SV PONENTE - IEFP TRIENNALE 2018-2021;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01207ARIEFP1821/3;OPERATORE DELLA RISTORAZIONE (PREPARAZIONE PASTI-SERVIZI DI SALA E BAR) - VALBORMIDA- IEFP TRIENNALE 2018-2021;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01208ARIEFP1821/4;OPERATORE DELLA RISTORAZIONE (PREPARAZIONE PASTI - SERVIZI SALA E BAR) - SV LEV - IEFP TRIENNALE 2018-2021;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01084ARIM17-254-2F/1;AGGIORNAMENTO PROFESSIONALE NEL CAMPO DEL BENESSERE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01085ARIM17-254-2F/3;TOPOGRAFIE RELAZIONALI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01056ARIM17-393/1;LA RIVIERA DEI FIORI VA IN SCENA;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01057ARGE17-393/1;CORSO DI ALTA FORMAZIONE PER ATTORI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01211ARGE17-393/2;PROFESSIONALITA' CRESCITA, INNOVAZIONE PER LA CULTURA E LO SPETTACOLO- OB2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00679AG2015DIS/23;Formazione e Lavoro;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01051ARGE17-393/3;CIAK SI GIRA - OB2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01052ARSV17-393/1;"SHOW MUST GO ON - AttivitÃ  formative di figure professionali nel settore dello spettacolo e della cultura ""CULTURA IN FORMAZIONE""";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01090ARGE17-393/5;CREA.TIVI: LE NUOVE PROFESSIONI TECNICHE DIGITALI AL SERVIZIO DELLA CULTURA, DELLO SPETTACOLO E DELLA CREATIVITA' - OB2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01058RLLM17DGR1148/1;Affidamento di attivitÃ  di supporto tecnico alle strutture regionali di durata annuale;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00680AG2015DIS/24;percorsi integrati sperimentali;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01053ARGE17-1173/3;INTEGRARE PER CRESCERE 2 - LINEA 3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01054ARGE17-1173/8;INSERIMENTO LAVORATIVO DI GIOVANI CON DISABILITA' - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01059ARGE17-393/6;ENTERTAINMENT ON BOARD;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01086ARGE16-732/21;IN VIAGGIO COME A CASA PERCORSI DI ACCOGLIENZA TURISTICA ATTENTI AI BISOGNI SPECIALI - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00681AG2015DIS/25;Lavorare per non dipendere;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01089ARSV17-254-2F/1;MIGLIORAMENTO DELLE COMPETENZE IN UN OTTICA DI ACCRESCIMENTO DELLA COMPETTITIVITÃ DEL PERSONALE DI C.S.A. - Operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01101ARSV17-1173/3;INTEGRARE PER CRESCERE - AttivitÃ  di integrazione con la scuola secondaria di II grado;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01060ARSP17-254-2F/1;L'operazione mira ad accrescere e specializzare le competenze del personale della cooperativa attraverso processi di formazione continua valorizzando il capitale umano e rendendo i servizi offerti sempre piÃ¹ competitivi ed efficaci.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01093ARSV17-1173/6;INTEGRARE PER CRESCERE - AttivitÃ  di integrazione con la scuola secondaria di II grado;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00682AG2015DIS/26;ART 4 Promozione della Persona Attraverso l'Inserimento lavorativo;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01061ARSP17-254-2F/2;"L'operazione consiste in due progetti : il primo rivolto al personale che svolge il coordinamento delle squadre operative e ha lo scopo di sviluppare competenze di trasmissione del sapere operativo ; il secondo rivolto al personale di diversi livelli aziendali con lo scopo di sviluppare una maggiore cultura aziendale rispetto al tema della sicurezza.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01071ARSP17-254-2F/4;L'intervento formativo Ãš focalizzato su tre settori di attivitÃ : la tenuta della contabilitÃ  generale , la gestione delle procedure di acquisto ai sensi del codice degli appalti e la gestione del cliente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01065ARGE17-1052PROSEC/1;CRESCERE PER LAVORARE - 2Â° ANNO - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01066ARGE17-1052PROSEC/2;INCLUDERE PER COMPETERE - 2A ANNUALITA' - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00684AG2015DIS/29;ORTO NELLA rETE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01062ARGE17-1052PROSEC/3;INTEGRARE PER CRESCERE - 2A ANNUALITA' - LINEA 3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01098ARSV17-254-2F/3;Building information modeling - Operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01095ARSV17-254-2F/5;Innovazione e sostegno al lavoro - operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01073ARGE17-1052PROSEC/5;JAK - JOB ACCESS KEY - 2A ANNUALITA' - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01074ARGE17-254-2F/1;IMPLEMENTAZIONE DELLE COMPETENZE TECNICO SPECIALISTICHE PER OPERATORI DELLA RICERCA (att.B1) - Linea B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01067ARGE17-254-2F/2;KNOWLEDGE SHARING - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01068ARGE17-1052PROSEC/6;3S SKILL SCHOOL SCUCCESS - 2A ANNUALITA' - LINEA 3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00683AG2015DIS/27;attivitÃ  per integrazione socio lavorativa;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01094ARSV17-254-2F/7;Piaggio Aerospace- CambiaMenti- Operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01103ARGE17-254-2F/4;LE NUOVE PROCEDURE DI QUALITA' - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01069ARGE17-254-2F/6;QUALITA' PROFESSIONALE NELL' ESTETICA - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00738ARIEFP1518/1;OPERATORE DELLA RISTORAZIONE - SV LEV - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00744ARIEFP1518/7;OPERATORE DEL BENESSERE (INDIRIZZO: ESTETICA) - SP - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01102ARGE17-254-2F/5;VALORIZZAZIONE DEL POTENZIALE DELLE RISORSE CMA-CGM ITALY - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01097ARSV17-254-2F/8;ArtCioc- Operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01096ARSV17-254-2F/9;Panificando - Operazioni relative ad azioni di formazione continua e permanente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01064ARGE17-1052PROSEC/8;SPECIALIZE YOUR LIFE 2017 - 2Â° E 3Â° ANNO - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01063ARGE17-254-2F/7;ORGANIZATION MANAGEMENT - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01070ARGE17-1052PROSEC/9;ACCOGLIERE, FORMARE, ACCOMPAGNARE - 2A ANNUALITA' - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01099ARSP17-1052PROSEC/1;L'operazione AIUTARE Ãš articolata in attivitÃ  modulari individualizzabili , si rivolge a 13 persone disabili segnalate dalla ASL 5 Spezzina ed Ãš strutturata in due progetti.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01100ARSP17-1052PROSEC/2;L'operazione RAFFORZARE si articola in attivitÃ  modulari individualizzabili sulle esigenze di ciascun partecipante, si rivolge a 9 persone disabili segnalazte dalla Asl 5 Spezzina.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00825ARSV15-869/3;Industria e Artigianato a Ponente;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01072ARGE17-1052PROSEC/11;L.I.F.E. LAVORO INTEGRAZIONE FORMAZIONE ESPERIENZA - 2Â° E 3Â° ANNI - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01104ARSP17-1052PROSEC/3;"L'operazione ""H 2.0 energy, sviluppo abilitÃ  sociali e lavorative ""consiste in un percorso formativo orientato all'acquisizione di competenze informatiche e al rafforzamento dei pre-requisiti lavorativi di base.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01105ARSP17-1052PROSEC/4;"L'operazione ""H 2.0 Plus"" consiste in due percorsi finalizzati a formare il personale che sarÃ  impiegato nel campus agrisociale in localitÃ  Sant'Anna e nella nascente struttura alberghiero / ristorativa della Spezia";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00826ARSV15-869/4;Ristorazione e commercio, risorse per l'economia locale;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01106ARSP17-1052PROSEC/5;"L'operazione ""Accanto starting over"" si compone di 4 percorsi per dare risposte differenziate e personalizzabili ai partecipanti.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01107ARSV17-1052PROSEC/1;GROW TO WORK - AttivitÃ  per l'integrazione socio-lavorativa;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01112ARGE17-254-2F/12;USO DELL'INFORMATICA PER IL MIGLIORAMENTO DEI COMPARTI PRODUZIONE E AMMINISTRAZIONE - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01122ARGE17-254-2F/9;VERSO NUOVE ROTTE - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00827ARSV15-869/5;Formare per competere, una sfida per il territorio savonese;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01123ARGE17-254-2F/14;OTTIMIZZAZIONE DEI PROCESSI ORGANIZZATIVI INTERNI E DEI SISTEMI DI VENDITA - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01119ARSP17 - 1173/1;"L'intervento ""Rafforzare"" , articolato in attivitÃ  modulari individualizzabili sulle esigenze di ciascun partecipante, si rivolge a 21 persone disabili segnalate dall'ASL 5 Spezzina e si compone di tre progetti.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00961ARGE16-732/4;SOCIAL LIFE - DA VICINO NESSUNO E' NORMALE - LINEA 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01114ARSP17 - 1173/3;L'operazione Ãš la decima riproposizione del modello Accanto adattata ai cambienti politici e gestionali al fine di fornire una risposta ai bisogni espressi dagli istituti scolastici spezzini attraverso la ASL.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01115ARIM17-1052-PROSEC/1;PROGETTO PRO.POLI. PROFESSIONALIZZANTE POLISETTORIALE - PROSECUZIONI DI SECONDA E TERZA ANNUALITA' ANNO FORMATIVO 2017/2018;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01116ARIM17-1052-PROSEC/2;WORK & LIFE 2017 - PROSECUZIONI DI SECONDA E TERZA ANNUALITA' ANNO FORMATIVO 2017/2018;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01117ARGE17-254-2F/17;"PROGETTO ""BUILDING INFORMATION MODELING""- LINEA B";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01118ARSV17-1052PROSEC/2;BUILDING TOGETHER - AttivitÃ  professionalizzante individualizzata modulare;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01120ARSV17-1052PROSEC/3;LAVORARE...UNA SFIDA PER CRESCERE - AttivitÃ  professionalizzante individualizzata modulare;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01121ARGE17-254-2F/20;ACCRESCERE LE COMPETENZE PROFESSIONALI DEI TECNICI AUDIOPROTESISTICI - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01109ARGE17-254-2F/21;SVILUPPO COMPETENZE LINGUISTICHE E MANAGERIALI - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01110ARGE17-254-2F/22;IN.PRO.GE. INNOVARE PROGETTARE GESTIRE (GENOVA) - LINEA B;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00807ARIM15DGR869L1L2L3/3;EDILIZIA: TRADIZIONE & INNOVAZIONE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
