OC_CODICE_PROGRAMMA;COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
2014IT16M2OP004;SAD_MET_RO;Roma - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON METRO;0;
2014IT16M2OP004;SAD_MET_GE;Genova - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON METRO;0;
2014IT16M2OP004;SAD_MET_RC;Reggio Calabria - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON METRO;0;
2016POCCITMETRO;SAD_M02_RC;Reggio Calabria - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2014IT16M2OP004;SAD_MET_NA;Napoli - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON METRO;0;
2017POCCTE;SAD_CTEGOV;Strumento attuazione diretta POC CTE Governance 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC CTE;0;
2014IT16M2OP004;SAD_MET_PA;Palermo - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON METRO;0;
2016POCCITMETRO;SAD_M02_MI;Milano - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2014IT05M2OP002;CRIIPONGOV;Coronavirus Response Investment Initiative_PON GOV:::Strumento attuazione diretta Pon Governance 2014-2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON GOVERNANCE;0;
2016POCCITMETRO;SAD_M02_BA;Bari - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_M02ADG;AdG - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_M02_PA;Palermo - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_M02_NA;Napoli - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_M02_ME;Messina - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2017POCGOVERN01;SAD_MDG04;Strumento attuazione diretta Pon Governance 2014-2020 MDG;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC GOVERNANCE;0;
2014IT05M2OP002;SAD_MDG04;Strumento attuazione diretta Pon Governance 2014-2020 MDG;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON GOVERNANCE;0;
2016POCCITMETRO;SAD_M02_NA;Napoli - POC Metro - Piano Operativo - SAD:::Napoli - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_M02_CT;Catania - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_MET_RC;Reggio Calabria - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_M02_BO;Bologna - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_M02_VE;Venezia - POC Metro -Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2014IT16M2OP004;SAD_GOV01:;Strumento attuazione diretta Pon Governance 2014-2020:::Messina - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON METRO;0;
2014IT16M2OP004;SAD_GOV01;Strumento attuazione diretta Pon Governance 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON METRO;0;
2016POCCITMETRO;SAD_M02_TO;Torino - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_M02_TO;Torino - POC Metro - Piano Operativo - SAD:::Torino - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_GOV02:;Strumento attuazione diretta POC Governance 2014-2020:::Messina - POC Metro - Piano Operativo - SAD;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
2016POCCITMETRO;SAD_GOV02;Strumento attuazione diretta POC Governance 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC METRO;0;
CISFOGGIAFSC;FSC_CISCAP;Contratto Istituzionale di Sviluppo per la Capitanata - Provincia di Foggia sottoscritto il 18 agoasto 2019 a valer sulla delibera CIPE 26/2019;CONTRATTI ISTITUZIONALI DI SVILUPPO;2014-2020;FSC;CIS FOGGIA;0;
CISMOLISEFSC;FSC_CISMOL;Contratto Istituzionale di Sviluppo per il Molise sottoscritto l'11 ottobre 2019 a valer sulla delibera CIPE 27/2019;CONTRATTI ISTITUZIONALI DI SVILUPPO;2014-2020;FSC;CIS MOLISE;0;
2014IT05M9OP001;IOG_01;PON Iniziativa Occupazione Giovani;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;YEI-FSE;PON INIZIATIVA OCCUPAZIONE GIOVANI;0;
2016BOXXXPAC00;1;PROGRAMMA OPERATIVO;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC PA BOLZANO;0;
2007IT052PO009:::2016BOXXXPAC00;1;PROGRAMMA OPERATIVO;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSE;POR CRO FSE PA BOLZANO:::PROGRAMMA PAC P.A. BOLZANO;0;
2012CAXXXPAC00;1;PROGRAMMA OPERATIVO;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC CAMPANIA;0;
2012CAXXXPAC00;PAC;Programma PAC;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC CAMPANIA;0;
FSCCOMUNI;01:::C;PROGRAMMA OPERATIVO 2014-2020:::Delibera CIPE n.57/2016;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2007-2013;FSC;RISORSE FSC ASSEGNATE AI COMUNI;0;
PSCCALABRIA;CC09;Caratterizzazione e bonifica dei siti inquinati;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;CC10;Depurazione delle acque;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;CCMT;Piano degli Interventi per la sistemazione idrogeologica ed idraulica degli alvei;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
2012CLXXXPAC00;PAC;Programma PAC;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC CALABRIA;0;
PSCCALABRIA;CC02;Infrastrutture strategiche per il settore stradale;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;CCIN;Delibera CIPE 89/2012 - Infrastrutture;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;CC08;Sistema universitario;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;CCFV;Attuazione Delibera CIPE 8/2012 - Frane e Versanti;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
2012CLXXXPAC00;1;PROGRAMMA OPERATIVO;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC CALABRIA;0;
PSCCALABRIA;OSCL;Programma Obiettivi di Servizio - Regione Calabria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;CCSA;I Atto integrativo all'APQ Piano degli interventi per la sistemazione idrogeologica ed idraulica degli alvei;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
2014IT16M2OP006;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
PSCCALABRIA;CC05;Schemi Idrici e acquedotti;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
2014IT16M2OP006;01:::FESRC;PROGRAMMA OPERATIVO 2014-2020:::POR Calabria FESR 2007-2013;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;FESRCL2007;POR Calabria FESR 2007-2013;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;01:::IPR;PROGRAMMA OPERATIVO 2014-2020:::Interventi programmazione regionale;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;CCFV;Attuazione Delibera CIPE 8/2012 - Frane e Versanti;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
PSCCALABRIA;CALABRIA1;PATTO PER LA CALABRIA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
2014IT16M2OP006;01:::FESRC;PROGRAMMA OPERATIVO 2014-2020:::POR Calabria FESR 2007-2013:::Interventi programmazione regionale;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;FESRCL2007;POR Calabria FESR 2007-2013:::Interventi programmazione regionale;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;IPR;Interventi programmazione regionale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;01:::CCFV;PROGRAMMA OPERATIVO 2014-2020:::Attuazione Delibera CIPE 8/2012 - Frane e Versanti;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;CCEC;Difesa del suolo - Erosione delle Coste;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;01:::CALAB;PROGRAMMA OPERATIVO 2014-2020:::PATTO PER LA CALABRIA;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2014IT16M2OP006;CALABRIA1;PATTO PER LA CALABRIA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
2017POCCALABR1;PACCAL1420;Programma di azione e coesione 2014-2020. Programma complementare Regione Calabria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC CALABRIA;0;
PSCCALABRIA;CC10:::PSC;Depurazione delle acque:::PSC CALABRIA 1420;ACCORDO DI PROGRAMMA QUADRO:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
2017POCCALABR1;CALABRIA1:;PATTO PER LA CALABRIA:::Programma di azione e coesione 2014-2020. Programma complementare Regione Calabria;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC CALABRIA;0;
2017POCCALABR1;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC CALABRIA;0;
2017POCCALABR1;01:::PACCA;PROGRAMMA OPERATIVO 2014-2020:::Programma di azione e coesione 2014-2020. Programma complementare Regione Calabria;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC CALABRIA;0;
2014IT16M2OP006;PACCAL1420;Programma di azione e coesione 2014-2020. Programma complementare Regione Calabria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
PSCCALABRIA;CABO;Accordo di programma quadro (APQ) Borghi e OspitalitÃ ;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;ATCA;AT transitoria Reg. Calabria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;PSCCAL1420;PSC CALABRIA 1420;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA2021;PSCCAL2127;PSC CALABRIA 2127;STRUMENTI ATTUAZIONE DIRETTA;2021-2027;FSC;PSC CALABRIA;0;
PSCCALABRIA;CIS_SALUTE;CIS Salute Calabria:::PSC CALABRIA 1420;CONTRATTI ISTITUZIONALI DI SVILUPPO:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;PACCAL1420;Programma di azione e coesione 2014-2020. Programma complementare Regione Calabria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA:::2017POCCALABR1;PSCCAL1420:::PSCCAL1;PSC CALABRIA 1420:::PSC CALABRIA 1420;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;CALABRIA1:;PATTO PER LA CALABRIA:::PSC CALABRIA 1420;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CALABRIA;0;
2017POCCALABR1;PSCCAL1420;PSC CALABRIA 1420;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC CALABRIA;0;
2020AREAINTCAL;CAL2021001;APQ aree interne CALABRIA - Grecanica;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI CALABRIA;0;
PSCCALABRIA;CIS_VOLARE;CIS Volare Calabria;CONTRATTI ISTITUZIONALI DI SVILUPPO;2014-2020;FSC;PSC CALABRIA;0;
PSCCALABRIA;CAL2021003;APQ aree interne CALABRIA - Versante Ionico Serre;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSC;PSC CALABRIA;0;
PSCCITMETMILANO;PATTOMIL::;PATTO PER LA CITTA' DI MILANO:::Piano Sviluppo e Coesione cittÃ  metropolitana di Milano delibera 50/2021;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MILANO;0;
PSCCITMETMILANO;PSCCITMETM;Piano Sviluppo e Coesione cittÃ  metropolitana di Milano delibera 50/2021;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MILANO;0;
2018MATERAFSC;3;Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;MATERA CAPITALE DELLA CULTURA 2019;0;
PSCCITMETREGCAL;SAD_MET_RC;Reggio Calabria - Piano Operativo - PON Metro - Strumento attuazione diretta;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC REGGIO CALABRIA;0;
2013FVGXXPAC00;PAC;Programma PAC;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC FRIULI VENEZIA GIULIA;0;
2014IT05SFOP006;RL;2014IT05SFOP006  - POR Liguria FSE;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSE;POR LIGURIA FSE;0;
PSCLIGURIA;RL;2014IT05SFOP006  - POR Liguria FSE;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LIGURIA;0;
2007LO002FA006;LO05;Convenzione per l'acquisto e la gestione di materiale rotabile per il servizio ferroviario regionale.;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO10;APQ Interregionale per la realizzazione della residenza universitaria e della scuola primaria nella cittÃÂ  di L'Aquila.;ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO16;"Avviso Contributi ""Ammodernamento dotazioni laboratoriali Ist. formative iscritte Sezione A Albo reg.  operatori accreditati Servizi IFP"" e Ist. Tec. Prof. statali che erogano percorsi di IFP IIÃÂ° c";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO17;"Invito Presentazione progetti di recupero immobili da destinare a Ostelli in attuazione Programma reg. ""Nuova generazione di idee"". Le politiche e le linee di intervento per giovani Reg. Lombardia.";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO04;Accordo di Programma per la realizzazione della tangenziale nord - est di Varese. Collegamento SS 342-233-344.;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO15;"Bando ""Lombardia Eccellente"": azioni regionali per la promozione dell'eccellenza nello sviluppo del capitale umano.";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO22;"""Progetto Start-up Packages e Programma di PhD"" della Fondazione ""Centro Europeo di Nanomedicina"".";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO07;Convenzione per la realizzazione del collegamento Milano Famagosta - Assago Milanofiori mediante prolungamento della Linea 2 della metropolitana.;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO11;Accordo di Programma finalizzato alla ristrutturazione di immobili posti in via Pompeo Leoni - Milano.;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO18;Accordo di Programma per la salvaguardia idraulica e la riqualificazione dei corsi dÃÂ¿acqua dellÃÂ¿area metropolitana milanese.;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO12;"Accordo di Programma finalizzato alla realizzazione del progetto di riqualificazione economica e sociale ""la cittÃÂ  nella cittÃÂ : un luogo di incontro tra persone"" a Como.";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO29;"""Assistenza tecnica";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO02;"Bando ""Integrazione, ottimizzazione, implementazione delle reti radio per la gestione delle emergenze esistenti sul territorio regionale e della Centrale Interforze di Protezione Civile"".";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO25;"""Acquisto treni per il servizio ferroviario regionale Mendrisio-Varese";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO28;"""Interventi di conservazione, recupero, adeguamento funzionale del complesso monumentale della Villa Reale di Monza";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO14;AdP Realizzazione polo per la formazione e il lavoro dedicato ai settori aeronautico, logistica trasporti come strumento di sviluppo ed innovazione sistema aeroportuale in Comune di Somma Lombardo.;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO26;"""Polo universitario di Lodi";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO06;Contratto di Programma per gli investimenti alla rete ferroviaria regionale in concessione a FerrovieNord S.P.A. (L.R. N. 11/2009).;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO30;Nuova fermata ferroviaria Rfi Milano Forlanini;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO13;"Accordo di programma per la realizzazione di un intervento di risanamento conservativo e recupero funzionale ad uso scolastico e formativo del complesso""Immacolata""sito nel Comune di Soresina";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO33;Accordo di Programma per la realizzazione delle opere di valorizzazione del Lago d'Idro;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO34;INTERVENTO REGIONALE A SUPPORTO DELLÃÂ¿INNOVAZIONE E DELLÃÂ¿EFFICIENZA ENERGETICA NELLE IMPRESE-SOSTEGNO AGLI INVESTIMENTI PER LÃÂ¿ACQUISTO DI MACCHINARI/ATTREZZATURE/APPARECCHIATURE;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO35;Realizzazione di servizi abitativi a canone convenzionato ai sensi degli artt. 42,43 e 44 della l.r. n. 27/2009 e s.m.i.;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO38;Bando ricerca e innovazione. Edizione 2014;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007LO002FA006;LO03;"Delibera di Giunta regionale:""Programma degli interventi prioritari sulla rete viaria di interesse regionale - Aggiornamento per l'anno 2010.";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC LOMBARDIA;0;
2007MA002FA007;209;"Bando per l'erogazione di contributi concernente ""Interventi per incremento e stabilizzazione dell'occupazione attraverso il sostegno alla ricerca,creazione e sviluppo di nuove unitÃÂ  produttive";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MARCHE;0;
2007MA002FA007;401;"Accordo di programma quadro (APQ) concernente ""Dragaggi e sviluppo sostenibile delle aree portuali""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PAR FSC MARCHE;0;
2007MA002FA007;602;"Accordo di programma quadro (APQ) concernente ""Cofinanziamento APQ - Giovani Ri-cercatori di senso""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PAR FSC MARCHE;0;
2007MA002FA007;601;"Riparto di fondi in base ad atti di indirizzo concernente ""Riqualificazione dei centri di aggregazione giovanile""";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MARCHE;0;
2007MA002FA007;603;"Bando per l'erogazione di contributi concernente ""Contributi in conto capitale per l'acquisto di immobili nuovi o per la costruzione, ristrutturazione, adeguamento e riqualificazione delle strutture s";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MARCHE;0;
2007MA002FA007;504;"Bando per l'erogazione di contributi concernente ""Ammodernamento degli impianti di risalita a fune""";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MARCHE;0;
2007MA002FA007;104;Valorizzazione ed ammodernamento delle residenze universitarie;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MARCHE;0;
2007MA002FA007;305;"Accordo di programma quadro regionale (APQR) concernente ""Pulitura degli invasi del fiume Metauro e miglioramento dello stato di qualitÃÂ  delle acque""";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MARCHE;0;
2007MA002FA007;208;"Accordo di programma quadro regionale (APQR) concernente ""Bando per la realizzazione di un Sistema Informativo Sanitario Regionale""";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC MARCHE;0;
PSCTRANSECOLOG;POFSCCLE24;Tema prioritario_2.4 POA FSC_CLEA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
PSCTRANSECOLOG;POFSCRIN21;Tema prioritario_2.1 POA FSC_ECi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
PSCTRANSECOLOG;POFSCSTA22;Tema prioritario_2.2 POA FSC_SuA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
PSCTRANSECOLOG;POFSCSTA25;Tema prioritario_2.5 POA FSC_SuA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
PSCTRANSECOLOG;POFSCSTA23;Tema prioritario_2.3 POA FSC_RiA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
PSCTRANSECOLOG;PSCDIAG12;Settore_Intervento_12.2_PSC_FSC_Diag;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
PSCTRANSECOLOG;POFSCPNM25;Tema prioritario_2.5 POA FSC_PNA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
PSCTRANSECOLOG;POFSCMAC25;Tema prioritario_2.5 POA FSC_MAC;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MASE;0;
FSCMILITSPORT;CIPE_1;Delibera CIPE n.19/2018;STRUMENTI ATTUAZIONE DIRETTA;2007-2013;FSC;IMPIANTI SPORTIVI GRUPPI MILITARI;0;
2007IT005FAMG1;PAC;Programma PAC;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC-POC;PAS GIUSTIZIA CIVILE;0;
PSCAGRICOLTURA;3;Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MIPAFF;0;
2007IT001FAOS8;SOS1;Obiettivo di Servizio n. 1 - Istruzione (Delibere CIPE n. 82 del 3.8.2007 e n. 79 dell'11.7.2012);STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;ODS SARDEGNA;0;
2007SA002FA016;SAPS;Delibera CIPE 93/2012 Piano Sulcis;ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PRA SARDEGNA;0;
PSCCIMETCATANIA;PATTO-CT;PATTO PER LA CITTAÂ¿ DI CATANIA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC CATANIA;0;
