COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
504;"Bando per l'erogazione di contributi concernente ""Ammodernamento degli impianti di risalita a fune""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
516;"Accordo di programma quadro regionale (APQR) concernente ""Abitare il centro antico di Jesi: l'asse dei servizi""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
104;Valorizzazione ed ammodernamento delle residenze universitarie;STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
517;"Accordo di programma quadro regionale (APQR) concernente ""Riqualificazione dell'area urbana al centro della cittÃÂ  di Ancona""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
507;"Accordo di programma quadro regionale (APQR) concernente ""Progetto integrato di recupero e valorizzazione dei luoghi della cultura""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
518;APQ  per interventi urgenti e prioritari per la mitigazione del rischio idrogeologico;STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
210;"Accordo concernente ""Realizzazione del progetto pilota M-Cloud tra l'Istituto nazionale di fisica nucleare e la Regione Marche""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
302;"Accordo di programma quadro regionale (APQR) concernente ""Attuazione del ciclo integrato dei rifiuti""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
514;"Accordo di programma quadro regionale (APQR) concernente ""Lavori di recupero mura e fonti storiche nel territorio del comune di Loreto""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
502;"Bando per l'acquisizione del servizio concernente ""Campagna unitaria di marketing e promozione delle Marche""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
508;"Accordo di programma quadro regionale (APQR) concernente ""Realizzazione della sede dell'Istituto per le Relazioni con l'Oriente-IRO, a Macerata""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
305;"Accordo di programma quadro regionale (APQR) concernente ""Pulitura degli invasi del fiume Metauro e miglioramento dello stato di qualitÃÂ  delle acque""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
512;"Bando per l'erogazione di contributi concernente ""Museo diffuso - Adeguamento strutture museali""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
204;"Bando per l'acquisizione del servizio concernente ""Implementazione del Sistema Informativo Amministrativo Gestionale Integrato (SIAGI) e manutenzione per i primi 2 anni""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
102;"Accordo di programma quadro regionale (APQR) concernente ""Ampliamento degli spazi destinati alla ricerca universitaria mediante ristrutturazione e riqualificazione della ex casa circondariale di San G";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
402;"Accordo di programma quadro regionale (APQR) concernente ""Miglioramento della dotazione infrastrutturale e promozione dello sviluppo dell'Aeroporto di Ancona-Falconara - Aeroporto delle Marche""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
509;"Accordo di programma quadro regionale (APQR) concernente ""Progetto di restauro e valorizzazione del patrimonio culturale per rafforzare l'offerta di sistema regionale. Chiesa di S. Filippo di Macerata";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
410;"Accordo di programma quadro regionale (APQR) concernente ""Eliminazione del passaggio a livello sulla SS16 al km 5+606 della tratta ferroviaria Ascoli Piceno - Porto d'Ascoli""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
206;"Affidamento a societÃÂ  in house concernente ""Internazionalizzazione a Oriente: Progetto Cina - Padre Matteo Ricci ed interventi per l'internazionalizzazione delle PMI nel mercato cinese""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
203;"Accordo di programma quadro (APQ) concernente ""Sviluppo della banda larga sul territorio della regione""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
510;"Bando per l'acquisizione del servizio concernente ""Progettazione relativa al recupero e ripristino del complesso monumentale Eremo del Sasso in Valleremita""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
409;"Accordo di programma quadro regionale (APQR) concernente ""Elettrificazione della linea ferroviaria Ascoli Piceno - Porto d'Ascoli""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
407;"Accordo di programma quadro (APQR) concernente ""Realizzazione di una pista ciclabile sul litorale di Pesaro tra viale Trieste e loc. i Gelsi""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
208;"Accordo di programma quadro regionale (APQR) concernente ""Bando per la realizzazione di un Sistema Informativo Sanitario Regionale""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
103;"Bando per l'erogazione di contributi concernenti ""Laboratori didattici nelle scuole per potenziare l'apprendimento di competenze scientifiche""";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
515;"Accordo di programma quadro regionale (APQR) concernente ""Restauro, miglioramento sismico e abbattimento barriere architettoniche dell'edificio monumentale 'Palazzetto Baviera' a Senigallia e delle ar";STRUMENTI DI ATTUAZIONE DIRETTA;2007MA002FA007;2007-2013;FSC;PAR FSC MARCHE;0;
POFSCCLE24;Tema prioritario_2.4 POA FSC_CLE;STRUMENTI ATTUAZIONE DIRETTA;2017POAMBIENFSC;2014-2020;FSC;PIANO FSC AMBIENTE;0;
POFSCRIN21;Tema prioritario_2.1 POA FSC_RIN;STRUMENTI ATTUAZIONE DIRETTA;2017POAMBIENFSC;2014-2020;FSC;PIANO FSC AMBIENTE;0;
POFSCSTA22;Tema prioritario_2.2 POA FSC_STA;STRUMENTI ATTUAZIONE DIRETTA;2017POAMBIENFSC;2014-2020;FSC;PIANO FSC AMBIENTE;0;
POFSCSTA25;Tema prioritario_2.5 POA FSC_STA;STRUMENTI ATTUAZIONE DIRETTA;2017POAMBIENFSC;2014-2020;FSC;PIANO FSC AMBIENTE;0;
POFSCSTA23;Tema prioritario_2.3 POA FSC_STA;STRUMENTI ATTUAZIONE DIRETTA;2017POAMBIENFSC;2014-2020;FSC;PIANO FSC AMBIENTE;0;
POFSCPNM25;Tema prioritario_2.5 POA FSC_PNM;STRUMENTI ATTUAZIONE DIRETTA;2017POAMBIENFSC;2014-2020;FSC;PIANO FSC AMBIENTE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014XXSMDFSC004;2014-2020;FSC;PIANO STRALCIO CIS TARANTO;0;
CIPE_1;Delibera CIPE n.19/2018;STRUMENTI ATTUAZIONE DIRETTA;FSCMILITSPORT;2007-2013;FSC;IMPIANTI SPORTIVI GRUPPI MILITARI;0;
PAC;Programma PAC;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT005FAMG1;2007-2013;FSC-POC;PAS GIUSTIZIA CIVILE;0;
3;Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2017POINFRASFSC;2014-2020;FSC;PIANO FSC INFRASTRUTTURE;0;
3;Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2017POAGRICOFSC;2014-2020;FSC;PIANO FSC AGRICOLTURA;0;
SOS1;Obiettivo di Servizio n. 1 - Istruzione (Delibere CIPE n. 82 del 3.8.2007 e n. 79 dell'11.7.2012);STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS8;2007-2013;FSC;ODS SARDEGNA;0;
SASC;Piano straordinario di edilizia scolastica - Iscol@;STRUMENTI DI ATTUAZIONE DIRETTA;2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
SAPS;Delibera CIPE 93/2012 Piano Sulcis;ACCORDO DI PROGRAMMA QUADRO (APQ);2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
;;;2007IT161PO002;2007-2013;FESR;POIN ENERGIA;0;
PATTO-CT;PATTO PER LA CITTAÂ¿ DI CATANIA;STRUMENTI ATTUAZIONE DIRETTA;2016PATTICAT;2014-2020;FSC;PATTO CATANIA;0;
FP17;Fondo progettazione ex DPCM 14/07/2016 - Piemonte stralcio 2017;STRUMENTI ATTUAZIONE DIRETTA;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
METROGE_16;STRUMENTO ATTUATIVO DELLA CITTA' METROPOLITANA DI GENOVA;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIGEN;2014-2020;FSC;PATTO GENOVA;0;
UNIGE_16;PATTO PER LA CITTA' DI GENOVA;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIGEN;2014-2020;FSC;PATTO GENOVA;0;
PSRA;Piano Stralcio aree metropolitane ed urbane con alto livello di popolazione esposta a rischio di alluvione;STRUMENTI DI ATTUAZIONE DIRETTA;2016XXAMPSAP00;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO;0;
PSRA;Piano Stralcio aree metropolitane ed urbane con alto livello di popolazione esposta a rischio di alluvione;STRUMENTI DI ATTUAZIONE DIRETTA;2016XXAMPSAP00;2007-2013;FSC;PIANO FSC DISSESTO IDROGEOLOGICO;0;
PCDG;Progetti promossi da giovani del privato sociale;STRUMENTI DI ATTUAZIONE DIRETTA;2012PCMDGPAC21;2007-2013;POC;PAC PCM GIOVENTU';0;
PATVEN2017;PATTO PER LO SVILUPPO DELLA CITTA' DI VENEZIA Â¿ Interventi per lo sviluppo economico, la coesione sociale e territoriale della CittÃ  di Venezia;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIVEN;2014-2020;FSC;PATTO VENEZIA;0;
IV;Banda larga;STRUMENTI DI ATTUAZIONE DIRETTA;2007BO002FA009;2007-2013;FSC;PAR FSC PA BOLZANO;0;
;;;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
;;;2007IT161PO001;2007-2013;FESR;POIN ATTRATTORI;0;
FP11;FONDO PROGETTAZIONE CONTRO IL DISSESTO IDROGEOLOGICO DELIBERA CIPE 32/2015 - MARCHE;STRUMENTI ATTUAZIONE DIRETTA;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
AUM1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Umbria;ACCORDO DI PROGRAMMA QUADRO (APQ);2007IT004FAMA1;2007-2013;FSC;PNA RISANAMENTO AMBIENTALE;0;
FP-REGIONE;Fondo di progettazione ex DPCM del 14 luglio 2016 - Regione Lazio;STRUMENTI ATTUAZIONE DIRETTA;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
PATTO_2016;PATTO PER LA CITTA' DI GENOVA;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIGEN;2014-2020;FSC;PATTO GENOVA;0;
FPMO;Piano Stralcio Fondo Progettazione dissesto idrogeologico - Molise;STRUMENTI ATTUAZIONE DIRETTA;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
FPPU;DELIBERA N. 32/2015 - PIANO STRALCIO FONDO PROGETTAZIONE;STRUMENTI ATTUAZIONE DIRETTA;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
C000;PNSC - Interventi attuati da Ministero dell'Interno;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C001;PNSC Campania - Piano di intervento dell'Ambito A01 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C002;PNSC Campania - Piano di intervento dell'Ambito A01 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C003;PNSC Campania - Piano di intervento dell'Ambito A02 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C004;PNSC Campania - Piano di intervento dell'Ambito A02 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C005;PNSC Campania - Piano di intervento dell'Ambito A03 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C006;PNSC Campania - Piano di intervento dell'Ambito A03 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C007;PNSC Campania - Piano di intervento dell'Ambito A04 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C008;PNSC Campania - Piano di intervento dell'Ambito A04 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C009;PNSC Campania - Piano di intervento dell'Ambito A05 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C010;PNSC Campania - Piano di intervento dell'Ambito A05 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C011;PNSC Campania - Piano di intervento dell'Ambito A06 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C012;PNSC Campania - Piano di intervento dell'Ambito A06 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C013;PNSC Campania - Piano di intervento dell'Ambito B01 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C014;PNSC Campania - Piano di intervento dell'Ambito B01 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C015;PNSC Campania - Piano di intervento dell'Ambito B02 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C016;PNSC Campania - Piano di intervento dell'Ambito B02 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C017;PNSC Campania - Piano di intervento dell'Ambito B03 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C018;PNSC Campania - Piano di intervento dell'Ambito B03 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C019;PNSC Campania - Piano di intervento dell'Ambito B04 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C020;PNSC Campania - Piano di intervento dell'Ambito B04 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C021;PNSC Campania - Piano di intervento dell'Ambito B05 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C022;PNSC Campania - Piano di intervento dell'Ambito B05 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C023;PNSC Campania - Piano di intervento dell'Ambito C01 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C024;PNSC Campania - Piano di intervento dell'Ambito C01 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C025;PNSC Campania - Piano di intervento dell'Ambito C02 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C026;PNSC Campania - Piano di intervento dell'Ambito C02 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C027;PNSC Campania - Piano di intervento dell'Ambito C03 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C028;PNSC Campania - Piano di intervento dell'Ambito C03 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C029;PNSC Campania - Piano di intervento dell'Ambito C04 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C030;PNSC Campania - Piano di intervento dell'Ambito C04 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C031;PNSC Campania - Piano di intervento dell'Ambito C05 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C032;PNSC Campania - Piano di intervento dell'Ambito C05 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C033;PNSC Campania - Piano di intervento dell'Ambito C06 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C034;PNSC Campania - Piano di intervento dell'Ambito C06 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C036;PNSC Campania - Piano di intervento dell'Ambito C07 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C037;PNSC Campania - Piano di intervento dell'Ambito C08 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C038;PNSC Campania - Piano di intervento dell'Ambito C08 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C039;PNSC Campania - Piano di intervento dell'Ambito C09 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C040;PNSC Campania - Piano di intervento dell'Ambito C09 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C041;PNSC Campania - Piano di intervento dell'Ambito C10 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C042;PNSC Campania - Piano di intervento dell'Ambito C10 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C043;PNSC Campania - Piano di intervento dell'Ambito N01 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C044;PNSC Campania - Piano di intervento dell'Ambito N01 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C045;PNSC Campania - Piano di intervento dell'Ambito N02 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C047;PNSC Campania - Piano di intervento dell'Ambito N03 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C048;PNSC Campania - Piano di intervento dell'Ambito N03 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C049;PNSC Campania - Piano di intervento dell'Ambito N04 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C050;PNSC Campania - Piano di intervento dell'Ambito N04 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C051;PNSC Campania - Piano di intervento dell'Ambito N05 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C052;PNSC Campania - Piano di intervento dell'Ambito N05 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C053;PNSC Campania - Piano di intervento dell'Ambito N06 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C054;PNSC Campania - Piano di intervento dell'Ambito N06 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C055;PNSC Campania - Piano di intervento dell'Ambito N07 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C056;PNSC Campania - Piano di intervento dell'Ambito N07 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C057;PNSC Campania - Piano di intervento dell'Ambito N08 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C058;PNSC Campania - Piano di intervento dell'Ambito N08 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C059;PNSC Campania - Piano di intervento dell'Ambito N09 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C060;PNSC Campania - Piano di intervento dell'Ambito N09 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C061;PNSC Campania - Piano di intervento dell'Ambito N10 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C062;PNSC Campania - Piano di intervento dell'Ambito N10 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C063;PNSC Campania - Piano di intervento dell'Ambito N11 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C064;PNSC Campania - Piano di intervento dell'Ambito N11 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C065;PNSC Campania - Piano di intervento dell'Ambito N12 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C066;PNSC Campania - Piano di intervento dell'Ambito N12 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C067;PNSC Campania - Piano di intervento dell'Ambito N13 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C068;PNSC Campania - Piano di intervento dell'Ambito N13 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C069;PNSC Campania - Piano di intervento dell'Ambito N14 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C070;PNSC Campania - Piano di intervento dell'Ambito N14 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C071;PNSC Campania - Piano di intervento dell'Ambito N15 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C072;PNSC Campania - Piano di intervento dell'Ambito N15 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C074;PNSC Campania - Piano di intervento dell'Ambito N16 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C075;PNSC Campania - Piano di intervento dell'Ambito N17 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C076;PNSC Campania - Piano di intervento dell'Ambito N17 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C077;PNSC Campania - Piano di intervento dell'Ambito N18 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C078;PNSC Campania - Piano di intervento dell'Ambito N18 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
